,REF,Review Date,Cocoa Percent,Rating,Num_of_Ingredients,clusters
2168,1177,2013,70.0,4.0,3,2
2169,1307,2014,70.0,3.25,3,2
2170,1339,2014,70.0,3.25,3,2
2171,1227,2014,70.0,3.5,3,2
2172,1307,2014,80.0,3.5,3,2
2173,1259,2014,70.0,3.75,3,2
2174,1307,2014,70.0,3.75,3,2
2175,1594,2015,70.0,3.5,3,2
2176,1594,2015,75.0,4.0,3,2
2177,1832,2016,70.0,3.25,3,2
2178,1820,2016,62.0,3.5,3,2
2179,1820,2016,70.0,3.5,3,2
2180,1828,2016,70.0,3.5,3,2
2181,1828,2016,70.0,3.75,3,2
2182,1828,2016,75.0,3.75,3,2
2183,1828,2016,70.0,4.0,3,2
2184,2016,2017,70.0,3.25,3,1
2185,2016,2017,70.0,4.0,3,1
2186,2068,2018,70.0,3.0,3,1
2187,2242,2018,70.0,4.0,3,1
2188,2242,2018,70.0,4.0,3,1
2189,2680,2021,62.0,3.25,4,1
2190,2638,2021,70.0,3.5,3,1
2191,2638,2021,70.0,3.5,3,1
2192,2700,2021,70.0,4.0,3,1
2193,1367,2014,70.0,3.25,2,2
2194,1395,2014,70.0,3.5,2,2
2195,1932,2017,70.0,3.25,2,1
2196,1936,2017,75.0,3.25,2,1
2197,1936,2017,77.0,3.25,2,1
2198,1936,2017,70.0,3.5,2,1
2199,1936,2017,75.0,3.5,2,1
2200,1940,2017,80.0,3.5,2,1
2201,793,2012,70.0,3.0,4,0
2202,793,2012,80.0,3.0,4,0
2203,793,2012,75.0,3.25,4,0
2204,1434,2014,72.0,2.75,3,2
2205,1792,2016,70.0,3.5,3,2
2206,1792,2016,70.0,3.75,3,2
2207,1792,2016,70.0,3.75,3,2
2208,1932,2017,70.0,2.75,3,1
2209,1932,2017,70.0,3.5,3,1
2210,1932,2017,70.0,3.75,3,1
2211,2684,2021,70.0,3.25,2,1
2212,2684,2021,70.0,3.5,2,1
2213,2684,2021,70.0,3.5,2,1
2214,1057,2013,70.0,3.0,4,2
2215,1121,2013,84.0,2.25,3,2
2216,1113,2013,70.0,3.0,3,2
2217,1634,2015,70.0,3.0,4,2
2218,1692,2015,70.0,3.0,4,2
2219,1692,2015,70.0,3.0,4,2
2220,1692,2015,70.0,3.0,4,2
2221,1696,2015,70.0,3.0,4,2
2222,729,2011,72.0,3.25,4,0
2223,859,2012,68.0,2.75,4,0
2224,1291,2014,84.0,3.5,3,2
2225,1291,2014,70.0,3.5,3,2
2226,2012,2017,70.0,2.5,3,1
2227,939,2012,65.0,2.5,4,0
2228,943,2012,70.0,2.5,4,0
2229,943,2012,75.0,2.75,4,0
2230,1157,2013,67.0,2.75,2,2
2231,1157,2013,78.0,3.25,2,2
2232,1800,2016,61.0,2.5,5,2
2233,1800,2016,71.0,3.0,5,2
2234,1796,2016,70.0,2.75,3,2
2235,1796,2016,60.0,3.0,3,2
2236,1618,2015,70.0,2.75,2,2
2237,2434,2019,74.0,2.75,2,1
2238,2634,2021,72.0,3.0,3,1
2239,2634,2021,72.0,3.0,3,1
2240,2634,2021,77.0,3.5,3,1
2241,2634,2021,80.0,3.75,3,1
2242,2242,2018,70.0,2.5,5,1
2243,2234,2018,75.0,2.75,3,1
2244,2234,2018,70.0,3.0,5,1
2245,2242,2018,70.0,3.0,5,1
2246,2230,2018,75.0,3.25,5,1
2247,2474,2020,74.0,3.0,3,1
2248,2470,2020,68.0,3.25,3,1
2249,2482,2020,73.0,3.25,3,1
2250,761,2011,70.0,3.0,3,0
2251,939,2012,70.0,3.25,3,0
2252,939,2012,70.0,3.25,3,0
2253,939,2012,70.0,3.75,3,0
2254,1193,2013,70.0,3.25,3,2
2255,1185,2013,70.0,3.5,3,2
2256,1185,2013,70.0,3.5,3,2
2257,1263,2014,70.0,3.5,3,2
2258,1263,2014,70.0,3.75,3,2
2259,1668,2015,70.0,3.25,3,2
2260,1704,2015,88.0,3.25,3,2
2261,1704,2015,70.0,3.25,3,2
2262,1708,2015,70.0,3.25,3,2
2263,1708,2015,70.0,3.5,3,2
2264,1704,2015,70.0,3.75,3,2
2265,1105,2013,70.0,2.5,4,2
2266,1101,2013,70.0,2.75,4,2
2267,1101,2013,70.0,2.75,4,2
2268,1105,2013,70.0,3.0,4,2
2269,1680,2015,77.0,2.75,4,2
2270,1450,2015,70.0,3.0,5,2
2271,1450,2015,62.0,3.25,5,2
2272,1450,2015,60.0,3.25,5,2
2273,2286,2019,70.0,2.75,3,1
2274,2286,2019,75.0,3.0,3,1
2275,1868,2016,70.0,3.25,2,1
2276,2262,2019,75.0,3.0,4,1
2277,2326,2019,75.0,3.25,3,1
2278,2326,2019,75.0,4.0,3,1
2279,1646,2015,75.0,3.0,4,2
2280,2306,2019,72.0,3.0,3,1
2281,2306,2019,70.0,3.25,3,1
2282,2566,2021,67.0,2.75,3,1
2283,180,2007,70.0,3.0,3,0
2284,451,2009,75.0,2.75,3,0
2285,785,2011,87.0,3.25,3,0
2286,1271,2014,68.0,3.0,3,2
2287,199,2008,70.0,2.5,5,0
2288,280,2008,70.0,2.5,5,0
2289,284,2008,70.0,2.5,5,0
2290,280,2008,70.0,2.75,5,0
2291,387,2009,60.0,2.75,5,0
2292,387,2009,68.0,3.0,5,0
2293,915,2012,99.0,3.25,0,0
2294,1716,2016,62.0,2.0,5,2
2295,821,2012,70.0,2.0,4,0
2296,801,2012,70.0,2.75,4,0
2297,829,2012,70.0,2.75,3,0
2298,967,2012,70.0,2.75,3,2
2299,801,2012,70.0,3.0,4,0
2300,805,2012,70.0,3.0,4,0
2301,829,2012,70.0,3.0,3,0
2302,971,2012,80.0,3.0,4,2
2303,817,2012,70.0,3.25,4,0
2304,825,2012,70.0,3.25,3,0
2305,833,2012,70.0,3.25,3,0
2306,971,2012,67.0,3.25,3,2
2307,805,2012,70.0,3.5,4,0
2308,971,2012,70.0,3.5,3,2
2309,1323,2014,77.0,3.25,2,2
2310,1323,2014,67.0,3.75,2,2
2311,1323,2014,73.0,3.75,2,2
2312,1478,2015,70.0,2.75,2,2
2313,1482,2015,70.0,3.25,2,2
2314,1554,2015,70.0,3.5,3,2
2315,1478,2015,70.0,3.75,2,2
2316,1478,2015,70.0,3.75,2,2
2317,1558,2015,70.0,3.75,3,2
2318,2374,2019,72.0,2.75,3,1
2319,2358,2019,77.0,3.0,3,1
2320,2370,2019,77.0,3.25,3,1
2321,1614,2015,70.0,3.0,3,2
2322,188,2007,91.0,2.0,2,0
2323,184,2007,75.0,2.5,4,0
2324,184,2007,84.0,3.0,4,0
2325,188,2007,75.0,3.0,3,0
2326,162,2007,65.0,3.5,3,0
2327,903,2012,65.0,3.25,4,0
2328,1684,2015,70.0,3.25,2,2
2329,2414,2019,70.0,3.5,2,1
2330,2182,2018,70.0,3.0,3,1
2331,2182,2018,70.0,3.25,3,1
2332,1836,2016,72.0,3.75,3,2
2333,2358,2019,71.0,2.75,2,1
2334,2510,2020,75.0,3.25,3,1
2335,1418,2014,81.0,3.25,2,2
2336,895,2012,70.0,4.0,0,0
2337,789,2011,72.0,2.75,3,0
2338,789,2011,74.0,3.0,3,0
2339,927,2012,77.0,3.0,3,0
2340,2064,2018,70.0,2.75,3,1
2341,2060,2018,70.0,3.0,3,1
2342,2060,2018,70.0,3.5,3,1
2343,2270,2019,70.0,2.75,3,1
2344,2314,2019,70.0,3.5,2,1
2345,1239,2014,72.0,3.0,2,2
2346,907,2012,70.0,2.75,3,0
2347,821,2012,70.0,3.25,3,0
2348,2526,2020,70.0,3.25,2,1
2349,2526,2020,70.0,3.25,2,1
2350,2530,2020,70.0,3.75,2,1
2351,2664,2021,70.0,3.25,2,1
2352,2210,2018,73.0,3.0,3,1
2353,2218,2018,70.0,3.5,3,1
2354,2490,2020,70.0,2.75,2,1
2355,2490,2020,70.0,2.75,2,1
2356,2470,2020,70.0,3.0,2,1
2357,753,2011,72.0,3.5,0,0
2358,753,2011,73.0,2.75,2,0
2359,1026,2013,75.0,2.5,2,2
2360,1022,2013,68.0,3.25,2,2
2361,1235,2014,75.0,3.5,2,2
2362,1700,2015,75.0,2.75,2,2
2363,1700,2015,75.0,3.5,2,2
2364,1996,2017,75.0,3.25,2,1
2365,1740,2016,60.0,3.0,3,2
2366,709,2011,63.0,3.75,0,0
2367,2000,2017,75.0,2.75,2,1
2368,2004,2017,75.0,3.0,2,1
2369,2004,2017,75.0,3.25,2,1
2370,1438,2014,74.0,2.75,2,2
2371,1438,2014,70.0,3.0,2,2
2372,1752,2016,72.0,3.0,2,2
2373,1752,2016,72.0,3.25,2,2
2374,1327,2014,65.0,3.25,4,2
2375,1968,2017,70.0,3.75,3,1
2376,2210,2018,70.0,3.75,3,1
2377,2478,2020,74.0,3.5,3,1
2378,75,2006,64.0,2.5,5,0
2379,63,2006,66.0,3.0,5,0
2380,75,2006,64.0,3.0,5,0
2381,75,2006,64.0,3.5,5,0
2382,63,2006,70.0,3.75,5,0
2383,147,2007,85.0,1.5,5,0
2384,153,2007,85.0,2.5,5,0
2385,157,2007,71.0,2.75,5,0
2386,117,2007,72.0,3.0,5,0
2387,162,2007,64.0,3.25,5,0
2388,129,2007,65.0,3.75,5,0
2389,129,2007,64.0,4.0,5,0
2390,395,2009,68.0,3.5,5,0
2391,327,2009,64.0,3.75,5,0
2392,370,2009,66.0,3.75,5,0
2393,709,2011,56.0,3.25,5,0
2394,757,2011,64.0,4.0,5,0
2395,931,2012,69.0,4.0,5,0
2396,1145,2013,70.0,3.5,5,2
2397,1153,2013,64.0,3.5,5,2
2398,1510,2015,63.0,4.0,5,2
2399,1972,2017,60.0,3.25,3,1
2400,963,2012,72.0,2.5,0,2
2401,963,2012,65.0,2.75,0,2
2402,404,2009,72.0,2.75,3,0
2403,404,2009,76.0,2.75,4,0
2404,404,2009,80.0,2.75,4,0
2405,404,2009,70.0,3.0,0,0
2406,404,2009,68.0,3.0,0,0
2407,404,2009,64.0,3.25,0,0
2408,1470,2015,70.0,3.25,2,2
2409,1470,2015,70.0,3.25,2,2
2410,2186,2018,70.0,2.75,2,1
2411,2186,2018,70.0,3.0,2,1
2412,2190,2018,70.0,3.25,2,1
2413,991,2012,70.0,3.25,3,2
2414,1117,2013,90.0,3.75,3,2
2415,1211,2014,90.0,3.25,3,2
2416,1211,2014,75.0,3.5,3,2
2417,1227,2014,75.0,3.5,3,2
2418,2578,2021,75.0,2.75,2,1
2419,2578,2021,75.0,3.0,2,1
2420,2578,2021,70.0,3.5,3,1
2421,2578,2021,75.0,3.5,2,1
2422,951,2012,70.0,3.5,4,0
2423,1205,2014,75.0,3.0,3,2
2424,153,2007,100.0,2.0,0,0
2425,153,2007,90.0,2.0,0,0
2426,153,2007,75.0,3.0,0,0
2427,153,2007,65.0,3.0,3,0
2428,1458,2015,77.0,2.75,2,2
2429,1502,2015,77.0,2.75,2,2
2430,1458,2015,77.0,3.0,2,2
2431,1458,2015,77.0,3.0,2,2
2432,1458,2015,77.0,3.25,2,2
2433,1720,2016,70.0,2.5,5,2
2434,1720,2016,70.0,2.5,5,2
2435,1724,2016,70.0,3.0,5,2
2436,2178,2018,70.0,2.5,5,1
2437,2182,2018,70.0,2.5,5,1
2438,1756,2016,70.0,3.5,2,2
2439,1756,2016,70.0,3.5,2,2
2440,2012,2017,77.0,3.0,2,1
2441,2092,2018,68.0,3.0,3,1
2442,2096,2018,72.0,3.0,3,1
2443,2626,2021,74.0,3.5,3,1
2444,2626,2021,72.0,3.5,3,1
2445,2622,2021,74.0,3.75,2,1
2446,2622,2021,72.0,3.75,3,1
2447,733,2011,72.0,2.5,0,0
2448,1169,2013,75.0,2.5,3,2
2449,1169,2013,89.0,2.75,3,2
2450,1173,2013,75.0,2.75,3,2
2451,1169,2013,75.0,3.25,3,2
2452,457,2009,70.0,3.0,3,0
2453,457,2009,72.0,3.25,3,0
2454,593,2010,71.0,3.0,3,0
2455,593,2010,72.0,3.5,3,0
2456,593,2010,69.0,3.75,3,0
2457,1109,2013,100.0,2.25,0,2
2458,1227,2014,88.0,3.0,3,2
2459,1848,2016,70.0,4.0,3,1
2460,1912,2016,74.0,3.0,3,1
2461,1912,2016,76.0,3.5,3,1
2462,1916,2016,75.0,3.75,3,1
2463,2406,2019,68.0,3.25,3,1
2464,2346,2019,70.0,3.5,3,1
2465,2652,2021,70.0,3.5,3,1
2466,769,2011,70.0,3.5,2,0
2467,741,2011,70.0,4.0,2,0
2468,825,2012,70.0,2.5,2,0
2469,825,2012,70.0,3.0,2,0
2470,951,2012,70.0,3.25,3,0
2471,1042,2013,70.0,3.25,2,2
2472,1042,2013,70.0,3.5,2,2
2473,1243,2014,70.0,3.0,2,2
2474,2656,2021,70.0,3.0,2,1
2475,1057,2013,66.0,3.0,5,2
2476,2374,2019,65.0,2.75,4,1
2477,2378,2019,75.0,3.0,4,1
2478,2374,2019,70.0,3.25,4,1
2479,2522,2020,73.0,3.25,2,1
2480,2518,2020,70.0,3.5,2,1
2481,2522,2020,72.0,3.5,2,1
2482,1948,2017,70.0,2.5,2,1
2483,1948,2017,70.0,2.75,2,1
2484,2618,2021,70.0,3.25,3,1
2485,2618,2021,70.0,3.5,3,1
2486,2618,2021,70.0,3.5,3,1
2487,2700,2021,70.0,3.0,3,1
2488,1574,2015,70.0,3.0,3,2
2489,1582,2015,60.0,3.0,3,2
2490,1578,2015,70.0,3.25,3,2
2491,1578,2015,70.0,3.25,3,2
2492,1578,2015,70.0,3.25,3,2
2493,1578,2015,70.0,3.5,3,2
2494,1824,2016,70.0,2.75,3,2
2495,1824,2016,85.0,2.75,3,2
2496,1824,2016,85.0,3.0,3,2
2497,1820,2016,70.0,3.5,3,2
2498,1824,2016,70.0,3.5,3,2
2499,1880,2016,78.0,3.5,2,1
2500,697,2011,68.0,3.5,4,0
2501,701,2011,66.0,3.5,4,0
2502,701,2011,72.0,3.75,4,0
2503,1780,2016,65.0,3.25,5,2
2504,1716,2016,78.0,3.75,4,2
2505,2044,2018,72.0,3.0,3,1
2506,2230,2018,68.0,3.0,3,1
2507,2064,2018,75.0,3.25,3,1
2508,2048,2018,70.0,3.75,3,1
2509,486,2010,65.0,3.0,4,0
2510,749,2011,65.0,3.0,4,0
2511,781,2011,62.0,3.25,4,0
2512,749,2011,65.0,3.5,4,0
2513,647,2011,70.0,3.75,4,0
2514,875,2012,70.0,3.0,4,0
2515,879,2012,75.0,3.0,4,0
2516,879,2012,75.0,3.0,4,0
2517,879,2012,90.0,3.25,4,0
2518,883,2012,68.0,3.25,4,0
2519,801,2012,72.0,3.5,4,0
2520,801,2012,65.0,3.5,4,0
2521,875,2012,70.0,3.5,4,0
2522,883,2012,58.0,3.5,4,0
2523,875,2012,62.0,3.75,4,0
2524,879,2012,70.0,3.75,4,0
2525,1205,2014,80.0,2.75,4,2
2526,1996,2017,75.0,3.75,3,1
2527,2036,2018,75.0,3.0,3,1
2528,2170,2018,70.0,3.25,3,1
2529,2170,2018,72.0,3.5,3,1
