,REF,Company (Manufacturer),Company Location,Review Date,Cocoa Percent,Ingredients,Rating
1534,1450,Mast Brothers,U.S.A.,2015,74%,"2- B,S",3.25
1535,1177,Matale,Australia,2013,72%,"3- B,S,C",3.5
1536,1181,Matale,Australia,2013,70%,"3- B,S,C",3.75
1537,1177,Matale,Australia,2013,68%,"3- B,S,C",4.0
1538,1177,Matale,Australia,2013,74%,"3- B,S,C",4.0
1539,2704,Maui Kuia,U.S.A.,2021,70%,"3- B,S,C",3.5
1540,1367,Maverick,U.S.A.,2014,70%,"2- B,S",3.25
1541,1367,Maverick,U.S.A.,2014,70%,"2- B,S",3.25
1542,1430,Maverick,U.S.A.,2014,82%,"2- B,S",3.25
1543,1430,Maverick,U.S.A.,2014,63%,"3- B,S,C",3.5
1544,2482,Maverick,U.S.A.,2020,70%,"3- B,S,C",3.0
1545,2486,Maverick,U.S.A.,2020,75%,"3- B,S,C",3.0
1546,2482,Maverick,U.S.A.,2020,65%,"3- B,S,C",3.25
1547,1728,Mayacama,U.S.A.,2016,72%,"2- B,S",3.0
1548,2474,McGuire,Canada,2020,70%,"3- B,S,C",2.5
1549,2478,McGuire,Canada,2020,70%,"3- B,S,C",3.25
1550,1287,Meadowlands,U.S.A.,2014,70%,"2- B,S",2.5
1551,1287,Meadowlands,U.S.A.,2014,70%,"2- B,S",2.75
1552,1287,Meadowlands,U.S.A.,2014,70%,"2- B,S",3.0
1553,1291,Meadowlands,U.S.A.,2014,70%,"2- B,S",3.0
1554,1291,Meadowlands,U.S.A.,2014,70%,"2- B,S",3.5
1555,2362,Mellow,Denmark,2019,85%,"2- B,S*",2.5
1556,2362,Mellow,Denmark,2019,70%,"2- B,S*",2.75
1557,2362,Mellow,Denmark,2019,70%,"2- B,S*",3.25
1558,2362,Mellow,Denmark,2019,70%,"2- B,S*",3.25
1559,837,Menakao (aka Cinagra),Madagascar,2012,80%,"4- B,S,C,L",2.5
1560,841,Menakao (aka Cinagra),Madagascar,2012,72%,"4- B,S,C,L",2.5
1561,1347,Mesocacao,Honduras,2014,80%,"3- B,S,C",3.25
1562,1351,Mesocacao,Honduras,2014,70%,"3- B,S,C",3.25
1563,1347,Mesocacao,Honduras,2014,70%,"3- B,S,C",3.5
1564,1351,Mesocacao,Honduras,2014,80%,"3- B,S,C",3.5
1565,1494,Mesocacao,Honduras,2015,80%,"3- B,S,C",2.75
1566,1494,Mesocacao,Honduras,2015,70%,"3- B,S,C",3.0
1567,2250,Mestico,Brazil,2018,75%,"3- B,S,C",2.5
1568,1267,Metiisto,Sweden,2014,70%,"3- B,S,C",3.0
1569,1267,Metiisto,Sweden,2014,72%,"3- B,S,C",3.5
1570,2166,Metiisto,Australia,2018,72%,"3- B,S,C",3.25
1571,2170,Metiisto,Australia,2018,67%,"3- B,S,C",3.75
1572,1688,Metropolitan,Amsterdam,2015,70%,"3- B,S,V",3.5
1573,2210,Meybol,Germany,2018,70%,"3- B,S,C",3.5
1574,24,Michel Cluizel,France,2006,60%,"4- B,S,C,V",2.0
1575,24,Michel Cluizel,France,2006,85%,"4- B,S,C,V",2.0
1576,81,Michel Cluizel,France,2006,99%,"4- B,S,C,V",2.0
1577,24,Michel Cluizel,France,2006,70%,"4- B,S,C,V",3.0
1578,24,Michel Cluizel,France,2006,67%,"4- B,S,C,V",3.75
1579,24,Michel Cluizel,France,2006,65%,"4- B,S,C,V",3.75
1580,24,Michel Cluizel,France,2006,64%,"4- B,S,C,V",3.75
1581,117,Michel Cluizel,France,2007,66%,"4- B,S,C,V",3.5
1582,135,Michel Cluizel,France,2007,67%,"4- B,S,C,V",3.5
1583,963,Michel Cluizel,France,2012,66%,"4- B,S,C,V",3.75
1584,2020,Michel Cluizel,France,2017,69%,"4- B,S,C,V",3.25
1585,2270,Michel Cluizel,France,2019,70%,"4- B,S,C,V",3.0
1586,2438,Michel Cluizel,France,2019,70%,"4- B,S,C,V",3.5
1587,887,Middlebury,U.S.A.,2012,65%,"4- B,S*,C,Sa",1.5
1588,887,Middlebury,U.S.A.,2012,75%,"4- B,S*,C,Sa",2.0
1589,887,Middlebury,U.S.A.,2012,70%,"4- B,S*,C,Sa",2.5
1590,1117,Middlebury,U.S.A.,2013,75%,"3- B,S*,Sa",2.5
1591,1117,Middlebury,U.S.A.,2013,80%,"4- B,S,C,Sa",3.25
1592,1538,Middlebury,U.S.A.,2015,75%,"3- B,S,C",3.25
1593,1490,Middlebury,U.S.A.,2015,80%,"3- B,S,C",3.5
1594,1490,Middlebury,U.S.A.,2015,70%,"3- B,S,C",3.5
1595,1538,Middlebury,U.S.A.,2015,70%,"3- B,S,C",3.5
1596,1490,Middlebury,U.S.A.,2015,75%,"3- B,S,C",3.75
1597,1490,Middlebury,U.S.A.,2015,75%,"3- B,S,C",3.75
1598,2112,Mike & Becky,Belgium,2018,70%,"3- B,S,C",3.0
1599,2112,Mike & Becky,Belgium,2018,70%,"3- B,S,C",3.25
1600,2114,Mike & Becky,Belgium,2018,70%,"3- B,S,C",3.25
1601,2112,Mike & Becky,Belgium,2018,70%,"3- B,S,C",3.5
1602,825,Millcreek Cacao Roasters,U.S.A.,2012,70%,"4- B,S,C,V",3.5
1603,1073,Millcreek Cacao Roasters,U.S.A.,2013,70%,"4- B,S,C,V",2.5
1604,2346,Millesime,Belgium,2019,70%,"3- B,S,C",3.0
1605,2346,Millesime,Belgium,2019,74%,"3- B,S,C",3.0
1606,2346,Millesime,Belgium,2019,76%,"3- B,S,C",3.0
1607,2566,Millesime,Belgium,2021,75%,"3- B,S,C",2.75
1608,2570,Millesime,Belgium,2021,74%,"3- B,S,C",3.0
1609,2570,Millesime,Belgium,2021,90%,"3- B,S,C",3.0
1610,2214,Milton,Japan,2018,70%,"2- B,S",3.0
1611,2214,Milton,Japan,2018,70%,"2- B,S",3.25
1612,2210,Milton,Japan,2018,70%,"2- B,S",3.5
1613,2214,Milton,Japan,2018,70%,"2- B,S",3.75
1614,607,Mindo,U.S.A.,2010,77%,"3- B,S,C",2.75
1615,2382,Mindo,U.S.A.,2019,67%,"3- B,S,C",2.75
1616,1920,Minimal,Japan,2016,70%,"2- B,S",3.5
1617,1960,Mirzam,U.A.E.,2017,72%,"2- B,S",3.0
1618,1960,Mirzam,U.A.E.,2017,72%,"2- B,S",3.25
1619,1960,Mirzam,U.A.E.,2017,65%,"3- B,S,C",3.5
1620,1960,Mirzam,U.A.E.,2017,65%,"2- B,S",3.5
1621,2370,Mirzam,U.A.E.,2019,72%,"3- B,S,C",3.75
1622,2458,Misina,Czech Republic,2020,70%,"3- B,S,C",3.5
1623,1626,Mission,Brazil,2015,70%,"2- B,S",3.5
1624,1880,Mission,Brazil,2016,75%,"2- B,S",3.75
1625,2354,Mission,Brazil,2019,70%,"3- B,S,C",3.0
1626,955,Mita,Colombia,2012,65%,Missing Ingredients,2.5
1627,607,Moho,U.S.A.,2010,67%,"3- B,S,C",2.75
1628,1030,Moho,U.S.A.,2013,72%,"3- B,S,C",3.0
1629,1026,Moho,U.S.A.,2013,73%,"3- B,S,C",3.25
1630,2198,Moka Origins,U.S.A.,2018,72%,"3- B,S,C",2.5
1631,2170,Moka Origins,U.S.A.,2018,68%,"2- B,S",3.0
1632,2350,Moka Origins,U.S.A.,2019,72%,"3- B,S,C",3.0
1633,2338,Moka Origins,U.S.A.,2019,70%,"2- B,S",3.5
1634,2450,Moka Origins,U.S.A.,2019,72%,"2- B,S",3.75
1635,2648,Moku,U.S.A.,2021,70%,"3- B,S,C",2.75
1636,2652,Moku,U.S.A.,2021,70%,"3- B,S,C",3.25
1637,1618,Molucca,U.S.A.,2015,70%,"2- B,S",2.75
1638,1614,Molucca,U.S.A.,2015,70%,"2- B,S",3.0
1639,1618,Molucca,U.S.A.,2015,70%,"2- B,S",3.25
1640,661,Momotombo,Nicaragua,2011,70%,"2- B,S",2.75
1641,661,Momotombo,Nicaragua,2011,70%,"2- B,S",2.75
1642,2142,Momotombo,Nicaragua,2018,70%,"3- B,S,C",3.25
1643,1812,Monarque,Canada,2016,72%,"2- B,S",3.5
1644,2680,Monarque,Canada,2021,76%,"3- B,S,C",3.5
1645,1391,Monsieur Truffe,Australia,2014,70%,Missing Ingredients,3.25
1646,2222,Monsoon,U.S.A.,2018,70%,"3- B,S,C",3.25
1647,2656,Monsoon,U.S.A.,2021,72%,"3- B,S,C",3.5
1648,2542,Monsoon,U.S.A.,2021,75%,"2- B,S",3.75
1649,1654,Montecristi,Ecuador,2015,70%,Missing Ingredients,3.25
1650,1654,Montecristi,Ecuador,2015,63%,Missing Ingredients,3.5
1651,1658,Montecristi,Ecuador,2015,85%,Missing Ingredients,3.5
1652,2490,MUCHO,Mexico,2020,70%,"3- B,S,C",3.0
1653,1462,Muchomas (Mesocacao),U.S.A.,2015,70%,"3- B,S,C",3.5
1654,1462,Muchomas (Mesocacao),U.S.A.,2015,80%,"3- B,S,C",3.5
1655,2190,Musee du Chocolat Theobroma,Japan,2018,70%,"2- B,S",3.5
1656,1896,Mutari,U.S.A.,2016,71%,"2- B,S",2.75
1657,1896,Mutari,U.S.A.,2016,68%,"2- B,S",2.75
1658,1900,Mutari,U.S.A.,2016,68%,"2- B,S",2.75
1659,1900,Mutari,U.S.A.,2016,80%,"2- B,S",3.0
1660,1049,Nahua,Costa Rica,2013,58%,"3- B,S,C",2.5
1661,1049,Nahua,Costa Rica,2013,70%,"3- B,S,C",3.0
1662,867,Naive,Lithuania,2012,71%,"4- B,S,C,V",2.5
1663,1046,Naive,Lithuania,2013,70%,"4- B,S,C,L",3.75
1664,1133,Naive,Lithuania,2013,78%,"4- B,S,C,L",3.75
1665,1399,Naive,Lithuania,2014,75%,"4- B,S,C,L",2.75
1666,1399,Naive,Lithuania,2014,70%,"4- B,S,C,L",3.0
1667,1379,Naive,Lithuania,2014,70%,"4- B,S,C,L",3.25
1668,2458,Naive,Lithuania,2019,67%,"3- B,S,C",2.75
1669,2418,Naive,Lithuania,2019,70%,"3- B,S,C",3.25
1670,1007,Nanea,U.S.A.,2013,85%,Missing Ingredients,3.5
1671,1403,Nathan Miller,U.S.A.,2014,72%,"2- B,S",2.25
1672,1403,Nathan Miller,U.S.A.,2014,70%,"2- B,S*",2.5
1673,1403,Nathan Miller,U.S.A.,2014,73.5%,"2- B,S",2.5
1674,1403,Nathan Miller,U.S.A.,2014,70%,"3- B,S,C",3.5
1675,2060,Nearynogs,Ireland,2018,70%,"2- B,S",3.25
1676,15,Neuhaus (Callebaut),Belgium,2006,73%,"5- B,S,C,V,L",2.0
1677,15,Neuhaus (Callebaut),Belgium,2006,75%,"5- B,S,C,V,L",2.75
1678,24,Neuhaus (Callebaut),Belgium,2006,71%,"5- B,S,C,V,L",3.0
1679,135,Neuhaus (Callebaut),Belgium,2007,73%,"5- B,S,C,V,L",1.0
1680,230,Neuhaus (Callebaut),Belgium,2008,67%,"5- B,S,C,V,L",3.75
1681,531,Neuhaus (Callebaut),Belgium,2010,70%,"5- B,S,C,V,L",2.5
1682,1526,Nibble,U.S.A.,2015,72%,"2- B,S",2.25
1683,1526,Nibble,U.S.A.,2015,72%,"2- B,S",2.75
1684,1526,Nibble,U.S.A.,2015,72%,"2- B,S",3.0
1685,1526,Nibble,U.S.A.,2015,72%,"2- B,S",3.0
1686,2134,Nibble,U.S.A.,2018,72%,"2- B,S",3.0
1687,1022,Night Owl,U.S.A.,2013,75%,"3- B,S,C",2.75
1688,1022,Night Owl,U.S.A.,2013,75%,"3- B,S,C",3.5
1689,2398,Nikoa,Ecuador,2019,72%,"3- B,S,C",3.75
1690,2142,Nina,Peru,2018,70%,"3- B,S,C",3.0
1691,2162,Ninth (9th) & Larkin,U.S.A.,2018,72%,"3- B,S,C",2.75
1692,2158,Ninth (9th) & Larkin,U.S.A.,2018,72%,"3- B,S,C",3.0
1693,2174,Ninth (9th) & Larkin,U.S.A.,2018,72%,"3- B,S,C",3.0
1694,2282,Ninth (9th) & Larkin,U.S.A.,2019,74%,"3- B,S,C",2.75
1695,2394,Ninth (9th) & Larkin,U.S.A.,2019,72%,"3- B,S,C",3.25
1696,1295,Noble Bean aka Jerjobo,U.S.A.,2014,75%,"4- B,S*,V,L",3.0
1697,1299,Noble Bean aka Jerjobo,U.S.A.,2014,75%,"4- B,S*,V,L",3.0
1698,1299,Noble Bean aka Jerjobo,U.S.A.,2014,75%,"4- B,S*,V,L",3.25
1699,837,Noir d' Ebine,U.S.A.,2012,70%,Missing Ingredients,3.0
1700,841,Noir d' Ebine,U.S.A.,2012,70%,Missing Ingredients,3.0
1701,935,Nova Monda,Nicaragua,2012,75%,"2- B,S",2.75
1702,931,Nova Monda,Nicaragua,2012,70%,"2- B,S",3.0
1703,935,Nova Monda,Nicaragua,2012,80%,"2- B,S",3.25
1704,1458,Nuance,U.S.A.,2015,70%,"2- B,S",2.75
1705,1458,Nuance,U.S.A.,2015,70%,"2- B,S",3.0
1706,1458,Nuance,U.S.A.,2015,70%,"2- B,S",3.5
1707,1454,Nuance,U.S.A.,2015,70%,"2- B,S",3.75
1708,1470,Nuance,U.S.A.,2015,70%,"2- B,S",3.75
1709,2486,Nuance,U.S.A.,2020,70%,"3- B,S,C",3.0
1710,2486,Nuance,U.S.A.,2020,70%,"3- B,S,C",3.25
1711,1876,Nugali,Brazil,2016,70%,"3- B,S,C",3.5
1712,478,Oakland Chocolate Co.,U.S.A.,2010,70%,"5- B,S,C,V,L",2.5
1713,1638,Obolo,Chile,2015,70%,"2- B,S",3.75
1714,2386,Obolo,Chile,2019,70%,"2- B,S",3.75
1715,1558,Ocelot,Scotland,2015,70%,"3- B,S,C",3.75
1716,1558,Ocelot,Scotland,2015,75%,"3- B,S,C",4.0
1717,1411,Ocho,New Zealand,2014,66%,"2- B,S",2.75
1718,1411,Ocho,New Zealand,2014,70%,"2- B,S",3.0
1719,1411,Ocho,New Zealand,2014,88%,"2- B,S",3.25
1720,1411,Ocho,New Zealand,2014,74%,"2- B,S",3.5
1721,1760,Ocho,New Zealand,2016,100%,1- B,2.75
1722,1760,Ocho,New Zealand,2016,70%,"2- B,S",3.5
1723,2490,Odyssey,U.S.A.,2020,70%,"2- B,S",3.0
1724,2494,Odyssey,U.S.A.,2020,70%,"2- B,S",3.0
1725,2494,Odyssey,U.S.A.,2020,70%,"2- B,S",3.25
1726,2494,Odyssey,U.S.A.,2020,70%,"2- B,S",3.25
1727,2498,Odyssey,U.S.A.,2020,70%,"2- B,S",3.25
1728,2494,Odyssey,U.S.A.,2020,70%,"2- B,S",3.75
1729,2498,Odyssey,U.S.A.,2020,70%,"2- B,S",3.75
1730,2582,Odyssey,U.S.A.,2021,100%,1- B,3.0
1731,2704,Odyssey,U.S.A.,2021,80%,"2- B,S",3.0
1732,2582,Odyssey,U.S.A.,2021,70%,"2- B,S",3.25
1733,2696,Odyssey,U.S.A.,2021,70%,"2- B,S",3.25
1734,2704,Odyssey,U.S.A.,2021,70%,"2- B,S",3.5
1735,2566,Odyssey,U.S.A.,2021,70%,"2- B,S",3.75
1736,1594,Ohiyo,U.S.A.,2015,70%,"3- B,S,C",2.75
1737,1598,Ohiyo,U.S.A.,2015,70%,"3- B,S,C",3.0
1738,761,Oialla by Bojessen (Malmo),Germany,2011,70%,"2- B,S",3.5
1739,2142,Oialla by Bojessen (Malmo),Germany,2018,78%,"3- B,S,C",3.75
1740,457,Olive and Sinclair,U.S.A.,2009,67%,"3- B,S,C",2.75
1741,457,Olive and Sinclair,U.S.A.,2009,75%,"3- B,S,C",3.0
1742,486,Olive and Sinclair,U.S.A.,2010,72%,"3- B,S,C",3.0
1743,486,Olive and Sinclair,U.S.A.,2010,72%,"3- B,S,C",3.0
1744,688,Olivia,Canada,2011,76%,"5- B,S,C,V,L",2.0
1745,688,Olivia,Canada,2011,76%,"5- B,S,C,V,L",2.75
1746,688,Olivia,Canada,2011,85%,"5- B,S,C,V,L",2.75
1747,688,Olivia,Canada,2011,85%,"5- B,S,C,V,L",3.0
1748,693,Omanhene,Ghana,2011,80%,"4- B,S,C,L",2.75
1749,1247,Omnom,Iceland,2014,70%,"3- B,S,C",3.0
1750,1247,Omnom,Iceland,2014,66%,"3- B,S,C",3.5
1751,1816,Omnom,Iceland,2016,70%,"3- B,S,C",3.75
1752,2036,Omnom,Iceland,2018,73%,"3- B,S,C",3.0
1753,2514,Or Dubh,U.S.A.,2020,70%,"2- B,S",3.25
1754,2518,Or Dubh,U.S.A.,2020,70%,"2- B,S",3.25
1755,2518,Or Dubh,U.S.A.,2020,70%,"2- B,S",3.5
1756,2680,Orfeve,Switzerland,2021,75%,"3- B,S,C",2.75
1757,2676,Orfeve,Switzerland,2021,70%,"3- B,S,C",3.25
1758,2680,Orfeve,Switzerland,2021,75%,"3- B,S,C",3.25
1759,2676,Orfeve,Switzerland,2021,75%,"3- B,S,C",3.5
1760,1161,organicfair,Canada,2013,74%,"3- B,S,C",2.75
1761,1165,organicfair,Canada,2013,72%,"3- B,S,C",2.75
1762,1165,organicfair,Canada,2013,72%,"3- B,S,C",2.75
1763,1165,organicfair,Canada,2013,72%,"3- B,S,C",3.0
1764,1165,organicfair,Canada,2013,72%,"3- B,S,C",3.0
1765,2076,organicfair,South Africa,2018,71%,"3- B,S,C",3.0
1766,331,Original Beans (Felchlin),Switzerland,2009,70%,"3- B,S,C",3.0
1767,341,Original Beans (Felchlin),Switzerland,2009,75%,"3- B,S,C",3.0
1768,341,Original Beans (Felchlin),Switzerland,2009,68%,"3- B,S,C",3.25
1769,733,Original Beans (Felchlin),Switzerland,2011,66%,"3- B,S,C",3.75
1770,1438,Original Beans (Felchlin),Switzerland,2014,68%,"3- B,S,C",2.75
1771,1442,Original Beans (Felchlin),Switzerland,2014,80%,"2- B,S",3.25
1772,24,Original Hawaiin Chocolate Factory,U.S.A.,2006,60%,"5- B,S,C,V,L",3.0
1773,316,Original Hawaiin Chocolate Factory,U.S.A.,2009,60%,"5- B,S,C,V,L",3.0
1774,859,Orquidea,Peru,2012,65%,"4- B,S,C,L",3.0
1775,859,Orquidea,Peru,2012,72%,"4- B,S,C,L",3.0
1776,266,Pacari,Ecuador,2008,100%,Missing Ingredients,2.0
1777,224,Pacari,Ecuador,2008,60%,"4- B,S,C,L",2.75
1778,224,Pacari,Ecuador,2008,72%,"4- B,S,C,L",3.0
1779,224,Pacari,Ecuador,2008,65%,"4- B,S,C,L",3.0
1780,266,Pacari,Ecuador,2008,70%,"4- B,S,C,L",3.5
1781,721,Pacari,Ecuador,2011,70%,"4- B,S,C,L",3.5
1782,817,Pacari,Ecuador,2012,85%,"4- B,S,C,L",2.75
1783,863,Pacari,Ecuador,2012,70%,"4- B,S,C,L",4.0
1784,1415,Pacari,Ecuador,2014,70%,"4- B,S,C,L",3.25
1785,1415,Pacari,Ecuador,2014,70%,"4- B,S,C,L",3.5
1786,1415,Pacari,Ecuador,2014,70%,"4- B,S,C,L",3.75
1787,1415,Pacari,Ecuador,2014,70%,"4- B,S,C,L",4.0
1788,1848,Pacari,Ecuador,2016,70%,"4- B,S,C,L",4.0
1789,2234,Palet D'Or,Japan,2018,72%,"5- B,S,C,V,L",3.25
1790,2230,Palet D'Or,Japan,2018,70%,"5- B,S,C,V,L",3.5
1791,2234,Palet D'Or,Japan,2018,72%,"5- B,S,C,V,L",3.75
1792,1239,Palette de Bine,Canada,2014,72%,"2- B,S",2.75
1793,1303,Palette de Bine,Canada,2014,75%,"2- B,S",2.75
1794,1399,Palette de Bine,Canada,2014,75%,"2- B,S",3.5
1795,1239,Palette de Bine,Canada,2014,78%,"2- B,S",3.75
1796,1399,Palette de Bine,Canada,2014,70%,"2- B,S",3.75
1797,1570,Palette de Bine,Canada,2015,70%,"2- B,S",3.25
1798,1570,Palette de Bine,Canada,2015,70%,"2- B,S*",3.25
1799,1574,Palette de Bine,Canada,2015,72%,"2- B,S",3.5
1800,1574,Palette de Bine,Canada,2015,72%,"2- B,S",3.75
1801,1720,Palette de Bine,Canada,2016,70%,"2- B,S",2.75
1802,1720,Palette de Bine,Canada,2016,72%,"2- B,S",3.0
1803,1992,Palette de Bine,Canada,2017,72%,"2- B,S",2.75
1804,2000,Palette de Bine,Canada,2017,75%,"2- B,S",2.75
1805,1992,Palette de Bine,Canada,2017,70%,"2- B,S",3.5
1806,2286,Palette de Bine,Canada,2019,70%,"2- B,S",3.5
1807,1860,Pangea,Spain,2016,76%,"2- B,S",3.0
1808,2334,Pangea,Spain,2019,76%,"2- B,S",2.75
1809,2334,Pangea,Spain,2019,76%,"2- B,S",3.0
1810,2298,Pangea,Spain,2019,75%,"2- B,S",3.25
1811,2298,Pangea,Spain,2019,76%,"2- B,S",3.25
1812,2302,Pangea,Spain,2019,76%,"2- B,S",3.25
1813,2302,Pangea,Spain,2019,71%,"2- B,S",3.5
1814,1363,Park 75,U.S.A.,2014,65%,"3- B,S,V",3.5
1815,1251,Parliament,U.S.A.,2014,70%,"2- B,S",3.0
1816,1255,Parliament,U.S.A.,2014,70%,"2- B,S",3.5
1817,1542,Parliament,U.S.A.,2015,70%,"2- B,S",3.5
1818,1856,Parliament,U.S.A.,2016,70%,"2- B,S",3.25
1819,2274,Parre Chocolat,U.S.A.,2019,75%,"3- B,S,C",2.75
1820,2274,Parre Chocolat,U.S.A.,2019,75%,"3- B,S,C",2.75
1821,2278,Parre Chocolat,U.S.A.,2019,75%,"3- B,S,C",3.0
1822,1137,Pascha,Peru,2013,55%,"4- B,S,C,V",2.5
1823,1137,Pascha,Peru,2013,70%,"4- B,S,C,V",2.75
1824,196,Patric,U.S.A.,2007,70%,"3- B,S,C",4.0
1825,439,Patric,U.S.A.,2009,67%,"3- B,S,C",3.5
1826,439,Patric,U.S.A.,2009,70%,"3- B,S,C",3.5
1827,331,Patric,U.S.A.,2009,75%,"3- B,S,C",4.0
1828,636,Patric,U.S.A.,2011,70%,"3- B,S,C",3.75
1829,1034,Patric,U.S.A.,2013,67%,"3- B,S,C",4.0
1830,1271,Paul Young,U.K.,2014,73%,"2- B,S*",2.25
1831,1271,Paul Young,U.K.,2014,64%,"2- B,S*",2.75
1832,1454,Peppalo,U.S.A.,2015,82%,"3- B,S,C",3.0
1833,2258,Perrenial,U.S.A.,2018,75%,"3- B,S*,C",3.0
1834,2294,Petite Patrie,Canada,2019,70%,"4- B,S,C,L",3.25
1835,93,Pierre Marcolini,Belgium,2006,72%,"5- B,S,C,V,L",3.0
1836,93,Pierre Marcolini,Belgium,2006,72%,"5- B,S,C,V,L",3.75
1837,81,Pierre Marcolini,Belgium,2006,72%,"5- B,S,C,V,L",4.0
1838,166,Pierre Marcolini,Belgium,2007,85%,"5- B,S,C,V,L",3.5
1839,129,Pierre Marcolini,Belgium,2007,72%,"5- B,S,C,V,L",3.75
1840,111,Pierre Marcolini,Belgium,2007,70%,"5- B,S,C,V,L",4.0
1841,141,Pierre Marcolini,Belgium,2007,72%,"5- B,S,C,V,L",4.0
1842,414,Pierre Marcolini,Belgium,2009,72%,"5- B,S,C,V,L",3.0
1843,445,Pierre Marcolini,Belgium,2009,72%,"5- B,S,C,V,L",3.0
1844,478,Pierre Marcolini,Belgium,2010,75%,"5- B,S,C,V,L",3.0
1845,531,Pierre Marcolini,Belgium,2010,85%,"5- B,S,C,V,L",3.0
1846,478,Pierre Marcolini,Belgium,2010,75%,"5- B,S,C,V,L",3.25
1847,516,Pierre Marcolini,Belgium,2010,78%,"5- B,S,C,V,L",3.75
1848,1658,Pierre Marcolini,Belgium,2015,70%,"5- B,S,C,V,L",3.25
1849,2342,Pierre Marcolini,Belgium,2019,76%,"4- B,S,C,L",3.0
1850,2342,Pierre Marcolini,Belgium,2019,70%,"4- B,S,C,L",3.0
1851,2700,Pierre Marcolini,Belgium,2021,72%,"4- B,S,C,L",3.5
1852,2462,Piety and Desire,U.S.A.,2020,70%,"3- B,S,C",3.0
1853,2462,Piety and Desire,U.S.A.,2020,70%,"3- B,S,C",3.5
1854,2462,Piety and Desire,U.S.A.,2020,73%,"3- B,S,C",3.5
1855,1772,Pinellas,U.S.A.,2016,80%,"4- B,S,V,L",2.5
1856,1315,Pitch Dark,U.S.A.,2014,73%,"2- B,S",2.5
1857,1311,Pitch Dark,U.S.A.,2014,73%,"2- B,S",3.25
1858,1319,Pitch Dark,U.S.A.,2014,73%,"2- B,S",3.25
1859,1319,Pitch Dark,U.S.A.,2014,73%,"2- B,S",3.5
1860,1506,Pitch Dark,U.S.A.,2015,62%,"3- B,S,C",2.5
1861,1506,Pitch Dark,U.S.A.,2015,80%,"2- B,S",2.75
1862,1510,Pitch Dark,U.S.A.,2015,80%,"3- B,S,C",2.75
1863,1510,Pitch Dark,U.S.A.,2015,80%,"3- B,S,C",2.75
1864,1510,Pitch Dark,U.S.A.,2015,80%,"2- B,S",3.25
1865,2530,Pollinator,U.S.A.,2020,70%,"3- B,S,C",3.0
1866,2530,Pollinator,U.S.A.,2020,70%,"3- B,S,C",3.0
1867,2530,Pollinator,U.S.A.,2020,70%,"3- B,S,C",3.25
1868,829,Pomm (aka Dead Dog),U.S.A.,2012,76%,"3- B,S,C",2.5
1869,829,Pomm (aka Dead Dog),U.S.A.,2012,82%,"3- B,S,C",2.75
1870,2582,Poppy and Peep,U.S.A.,2021,71%,"3- B,S,C",2.75
1871,2582,Poppy and Peep,U.S.A.,2021,76%,"3- B,S,C",3.0
1872,2586,Poppy and Peep,U.S.A.,2021,66%,"3- B,S,C",3.0
1873,607,Potomac,U.S.A.,2010,82%,"2- B,S",3.75
1874,789,Potomac,U.S.A.,2011,70%,"2- B,S",2.75
1875,654,Potomac,U.S.A.,2011,70%,"2- B,S",3.0
1876,647,Potomac,U.S.A.,2011,70%,"2- B,S",3.5
1877,789,Potomac,U.S.A.,2011,70%,"2- B,S",3.5
1878,1387,Potomac,U.S.A.,2014,70%,"2- B,S",3.75
1879,1820,Potomac,U.S.A.,2016,70%,"2- B,S",3.75
1880,2076,Potomac,U.S.A.,2018,70%,"2- B,S",4.0
1881,2538,Potomac,U.S.A.,2021,75%,"2- B,S",3.75
1882,2622,Potomac,U.S.A.,2021,70%,"2- B,S",3.75
1883,40,Pralus,France,2006,75%,"4- B,S,C,L",3.0
1884,99,Pralus,France,2006,75%,"4- B,S,C,L",3.0
1885,99,Pralus,France,2006,75%,"4- B,S,C,L",3.0
1886,105,Pralus,France,2006,75%,"4- B,S,C,L",3.0
1887,99,Pralus,France,2006,75%,"4- B,S,C,L",3.5
1888,32,Pralus,France,2006,75%,"4- B,S,C,L",3.75
1889,93,Pralus,France,2006,80%,"4- B,S,C,L",3.75
1890,162,Pralus,France,2007,75%,"4- B,S,C,L",4.0
1891,280,Pralus,France,2008,75%,"4- B,S,C,L",2.0
1892,202,Pralus,France,2008,100%,"2- B,C",3.0
1893,280,Pralus,France,2008,75%,"4- B,S,C,L",3.5
1894,451,Pralus,France,2009,75%,"4- B,S,C,L",2.0
1895,486,Pralus,France,2010,75%,"4- B,S,C,L",3.5
1896,717,Pralus,France,2011,75%,"4- B,S,C,L",3.25
1897,1446,Pralus,France,2015,75%,"3- B,S,C",3.25
1898,2406,Pralus,France,2019,75%,"4- B,S,C,L",3.0
1899,2410,Pralus,France,2019,75%,"4- B,S,C,L",3.0
1900,2410,Pralus,France,2019,75%,"4- B,S,C,L",3.0
1901,2414,Pralus,France,2019,75%,"4- B,S,C,L",3.0
1902,2418,Pralus,France,2019,75%,"4- B,S,C,L",3.0
1903,2410,Pralus,France,2019,75%,"4- B,S,C,L",3.25
1904,2414,Pralus,France,2019,75%,"4- B,S,C,L",3.25
1905,2410,Pralus,France,2019,75%,"4- B,S,C,L",3.5
1906,2414,Pralus,France,2019,75%,"4- B,S,C,L",3.5
1907,2418,Pralus,France,2019,75%,"4- B,S,C,L",3.5
